time,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,THC,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR,aqi,truetime,month,hour
44935.29,17.3,2.26,0.66,0.19,8.9,26,34.9,5.3,86,43,0,96,1.6,2.45,255,243,0.9,0.7,111,2023/1/9 06:57,1,7
44935.33,17.9,2.3,0.72,0.25,14.7,25.8,40.5,6.1,83,51,0,94,1.6,2.55,260,269,1.4,0.6,110,2023/1/9 07:55,1,8
44935.38,19,2.26,0.77,0.27,13.4,27.8,41.3,13.6,78,61,0,89,1.5,2.53,266,272,1.9,1.8,115,2023/1/9 09:07,1,9
44935.42,19.9,2.17,0.56,0.21,10.5,26.5,37.1,19.7,71,51,0,85,1.4,2.38,306,327,1.8,1.4,125,2023/1/9 10:04,1,10
44935.46,20.8,2.14,0.47,0.16,4.4,18.3,22.8,36,76,44,0,80,1.2,2.3,332,293,1.1,0.8,132,2023/1/9 11:02,1,11
44935.5,22.2,2.11,0.46,0.16,2.7,17.6,20.3,52.2,76,38,0,70,1.5,2.27,3,15,1.3,0.6,132,2023/1/9 12:00,1,12
44935.54,23.4,2.09,0.42,0.13,1.5,16,17.5,60.1,63,32,0,58,1.6,2.22,304,264,1.1,0.7,128,2023/1/9 12:57,1,13
44935.58,23.8,2.08,0.39,0.15,1.5,16.45,18,48.6,70,23,0,55,1.4,2.23,330,326,1.9,1.2,118,2023/1/9 13:55,1,14
44935.63,22.5,2.09,0.39,0.17,1.5,16.9,18.5,44.1,69,32,0,63,1.2,2.26,343,332,2.7,1.8,107,2023/1/9 15:07,1,15
44935.67,20,2.08,0.38,0.15,1.5,20.3,21.9,32.5,81,31,0,80,1.1,2.23,352,5,1.5,1.9,102,2023/1/9 16:04,1,16
44935.71,19.4,2.09,0.44,0.14,1,20.4,21.5,28.7,83,30,0,83,1.1,2.23,13,24,1.1,1.7,98,2023/1/9 17:02,1,17
44935.75,19.4,2.14,0.59,0.17,1,24.8,25.8,20.3,76,34,0,83,1.2,2.31,331,318,1.5,1.1,97,2023/1/9 18:00,1,18
44935.79,19.6,2.16,0.55,0.17,0.6,24.4,25.1,18.7,60,32,0,83,1.3,2.33,346,24,1.1,0.8,100,2023/1/9 18:57,1,19
44935.83,20,2.15,0.55,0.19,1.4,22.9,24.4,16.4,47,36,0,82,1.2,2.34,47,49,0.4,0.6,99,2023/1/9 19:55,1,20
44935.88,20.1,2.29,0.68,0.26,1.3,28.2,29.6,9,52,29,0,82,1.2,2.55,274,154,0.4,0,99,2023/1/9 21:07,1,21
44935.92,19.5,2.26,0.62,0.33,3.3,34.5,37.8,2.9,68,40,0,84,1.5,2.59,178,131,0.2,0.3,95,2023/1/9 22:04,1,22
44935.96,19.2,2.21,0.53,0.22,1.8,29.7,31.6,5.8,72,39,0,86,1.4,2.43,253,239,1.6,1.1,96,2023/1/9 23:02,1,23
44936,19,2.24,0.48,0.18,1.1,23.2,24.3,8.2,72,34,0.5,88,1.2,2.42,223,137,1.1,0.4,98,2023/1/10 00:00,1,0
44936.04,18.6,2.23,0.56,0.26,1.5,23,24.6,5.5,59,34,1.5,94,1.1,2.49,125,142,1.4,0.9,97,2023/1/10 00:57,1,1
44936.08,18.4,2.72,0.58,0.26,1.5,19.4,20.9,6,54,34,0,97,0.9,2.98,139,123,0.4,0.3,98,2023/1/10 01:55,1,2
44936.13,18.4,2.42,0.57,0.29,1.4,18.7,20.2,4.6,50,33,0,97,1,2.71,256,281,1.2,0.4,98,2023/1/10 03:07,1,3
44936.17,18.3,2.37,0.56,0.26,1.7,19.1,20.9,3.8,53,32,0,98,1.1,2.63,279,53,0.2,0.7,96,2023/1/10 04:04,1,4
44936.21,18.8,2.29,0.46,0.21,1.7,18.2,20,10.8,46,29,0,94,0.9,2.5,30,11,1,0.6,95,2023/1/10 05:02,1,5
44936.25,18.9,2.28,0.52,0.2,2.6,18.9,21.6,6.4,46,29,0,91,1.1,2.48,294,272,0.3,0.4,94,2023/1/10 06:00,1,6
44936.29,18.7,2.31,0.89,0.35,13,23,36,4,48,34,0,92,1.3,2.66,232,238,0.6,0.3,92,2023/1/10 06:57,1,7
44936.33,19,2.27,0.76,0.32,26.1,25.6,51.7,4.2,55,38,0,92,1.3,2.59,237,251,1.3,0.3,92,2023/1/10 07:55,1,8
44936.38,19.2,2.19,0.53,0.21,11.9,20.9,32.8,10.7,57,42,0,90,1.2,2.4,244,127,1.2,1,94,2023/1/10 09:07,1,9
44936.42,20.3,2.17,0.5,0.24,8.5,19.5,28,19.7,60,39,0,86,1.3,2.41,256,273,1.6,0.6,100,2023/1/10 10:04,1,10
44936.46,20.8,2.1,0.44,0.21,9.3,20.5,29.9,15.9,52,29,0,85,1.4,2.31,259,278,1.7,2.1,104,2023/1/10 11:02,1,11
44936.5,21.3,2.09,0.37,0.23,8,20.5,28.5,19,43,28,0,82,1.3,2.32,286,285,2.2,1.8,100,2023/1/10 12:00,1,12
44936.54,21.9,2.06,0.35,0.15,6,20.8,26.9,23.7,41,21,0,79,1.1,2.21,294,329,0.9,1.1,96,2023/1/10 12:57,1,13
44936.58,22.1,2.04,0.34,0.16,4.1,18,22.1,30,44,22,0,78,1,2.2,324,308,1.9,1.5,88,2023/1/10 13:55,1,14
44936.63,21.6,2.02,0.29,0.17,3.1,15.5,18.6,30.9,39,16,0,79,1.1,2.19,354,21,2,1.8,82,2023/1/10 15:07,1,15
44936.67,20.8,2.01,0.29,0.13,2.3,14.5,16.8,27.7,38,13,0,82,1,2.14,344,347,1.7,1.7,76,2023/1/10 16:04,1,16
44936.71,20.3,2.03,0.37,0.13,1.5,15.8,17.3,21.9,39,14,0,83,0.9,2.16,7,37,0.4,1.2,70,2023/1/10 17:02,1,17
44936.75,20,2.07,0.5,0.18,1.7,22.4,24.1,13,37,16,0,85,1.1,2.25,343,14,1.6,0.9,66,2023/1/10 18:00,1,18
44936.79,19.8,2.07,0.49,0.19,1.6,20.7,22.3,12.2,40,20,0,86,1.2,2.26,28,146,0.6,0.6,63,2023/1/10 18:57,1,19
44936.83,19.6,2.12,0.55,0.26,2.7,24.2,27,8.1,42,19,0,86,1.2,2.38,286,337,2.1,1.3,63,2023/1/10 19:55,1,20
44936.88,19.4,2.09,0.37,0.13,1.3,14.8,16.1,16,39,19,0,87,1.1,2.22,10,43,0.4,1.1,63,2023/1/10 21:07,1,21
44936.92,19.3,2.12,0.4,0.15,1.3,15.4,16.7,14.9,49,26,0,87,1.2,2.27,281,304,1.5,1.1,62,2023/1/10 22:04,1,22
44936.96,19.3,2.11,0.35,0.12,1.1,12.8,14,18.3,37,21,0,87,1,2.23,27,351,1.1,0.7,64,2023/1/10 23:02,1,23
44937,19.3,2.15,0.34,0.1,1.2,11.2,12.4,18.1,42,20,0,87,0.9,2.25,307,26,0.6,0.7,63,2023/1/11 00:00,1,0
44937.04,19.2,2.19,0.3,0.11,1.2,11.3,12.5,17.9,45,27,0,87,1.1,2.3,2,38,0.5,0.7,63,2023/1/11 00:57,1,1
44937.08,19.2,2.19,0.3,0.1,1,10,11,17.1,41,22,0,88,1,2.29,214,281,1.5,0.2,66,2023/1/11 01:55,1,2
44937.13,19,2.17,0.26,0.1,1.1,10.4,11.6,16.3,37,21,0,88,1.1,2.27,319,9,1.7,1,64,2023/1/11 03:07,1,3
44937.17,18.9,2.13,0.21,0.05,1.1,8.3,9.4,18.4,26,11,0,88,1.2,2.18,359,323,0.7,0.8,65,2023/1/11 04:04,1,4
44937.21,19.1,2.16,0.23,0.08,1.1,9.7,10.9,14.8,28,13,0,87,1.3,2.24,309,2,0.8,0.4,62,2023/1/11 05:02,1,5
44937.25,19,2.16,0.26,0.08,1.2,12,13.3,12.8,19,18,0,87,1.2,2.24,7,1,0.9,0.9,57,2023/1/11 06:00,1,6
44937.29,19,2.21,0.43,0.12,3.3,16.1,19.4,9.2,31,17,0,88,1.3,2.33,307,292,0.5,0.3,56,2023/1/11 06:57,1,7
44937.33,19.6,2.23,0.55,0.15,7.9,18.2,26.1,9.3,31,18,0,86,1.3,2.38,339,351,1,0.9,55,2023/1/11 07:55,1,8
44937.38,20.2,2.1,0.41,0.13,6.8,15.2,22,14.9,30,17,0,84,1.2,2.23,340,330,1.8,1.2,57,2023/1/11 09:07,1,9
44937.42,20.9,2.08,0.34,0.13,6.9,14,20.9,21.2,30,15,0,82,1.2,2.21,308,275,1.8,1.3,58,2023/1/11 10:04,1,10
44937.46,21.7,2.07,0.35,0.15,5.1,14.3,19.5,29.8,38,24,0,79,1.2,2.22,281,233,0.5,1.2,56,2023/1/11 11:02,1,11
44937.5,22.3,2.08,0.36,0.15,4.6,16.1,20.7,28.9,40,23,0,78,1.2,2.23,284,274,1.9,1.8,58,2023/1/11 12:00,1,12
44937.54,22.6,2.05,0.335,0.12,3.8,14.75,18.6,36,39,23,0,76,1.2,2.17,302,340,1.6,1.5,60,2023/1/11 12:57,1,13
44937.58,22.6,2.05,0.31,0.135,3,13.4,16.5,31.55,46,21,0,76,1.2,2.185,339,332,2.2,1.6,62,2023/1/11 13:55,1,14
44937.63,21.4,2.05,0.32,0.15,3.4,15.7,19.2,27.1,60,24,0,80,1.1,2.2,320,308,2.3,2.2,63,2023/1/11 15:07,1,15
44937.67,20.7,2.09,0.4,0.18,3,18.6,21.6,20.8,52,21,0,83,1.2,2.27,320,291,1.2,1,64,2023/1/11 16:04,1,16
44937.71,20.6,2.11,0.52,0.24,2.7,23,25.7,14,42,18,0,84,1.1,2.35,315,299,2,1.2,64,2023/1/11 17:02,1,17
44937.75,19.8,2.06,0.44,0.17,2.1,23.4,25.6,14.5,39,21,0,86,1.2,2.23,329,324,2.2,1.6,63,2023/1/11 18:00,1,18
44937.79,19,2.08,0.38,0.11,1.2,16,17.3,19.5,40,20,0,90,1.1,2.19,354,17,0.5,0.9,63,2023/1/11 18:57,1,19
44937.83,19.2,2.13,0.48,0.16,1.5,20.6,22.2,12.8,45,25,0,89,1,2.29,278,265,1.5,0.6,63,2023/1/11 19:55,1,20
44937.88,18.8,2.09,0.42,0.14,1.8,20.2,22,11.9,43,25,0,91,1.1,2.23,273,273,1.7,1.8,65,2023/1/11 21:07,1,21
44937.92,18.5,2.11,0.35,0.14,1.4,18.8,20.3,11,54,22,0,91,1.1,2.25,249,250,1.1,1.2,67,2023/1/11 22:04,1,22
44937.96,18.3,2.09,0.31,0.12,1.3,16.8,18.1,10.8,50,22,0,92,1.1,2.21,254,250,1.8,1.2,68,2023/1/11 23:02,1,23
44938,18.2,2.09,0.28,0.11,1.2,13.6,14.9,12.5,59,27,0,93,1.2,2.2,262,266,1.2,1.1,69,2023/1/12 00:00,1,0
44938.04,18.4,2.15,0.3,0.11,1.1,13.7,14.8,10,71,31,0,93,1,2.26,272,280,2,0.8,70,2023/1/12 00:57,1,1
44938.08,18.4,2.16,0.3,0.11,1,12.8,13.9,6.9,76,33,0,94,1,2.27,273,277,1.1,0.7,72,2023/1/12 01:55,1,2
44938.13,18.4,2.15,0.31,0.15,1,14.8,15.8,5.4,80,32,0,94,1.1,2.3,262,246,1.3,1,77,2023/1/12 03:07,1,3
44938.17,18.1,2.13,0.28,0.14,1.5,17,18.5,4.6,98,38,0,95,1,2.27,256,274,1.4,1.4,81,2023/1/12 04:04,1,4
44938.21,17.9,2.1,0.28,0.12,1.6,18.3,19.9,5.6,71,37,0,95,1.1,2.22,262,249,0.9,1,86,2023/1/12 05:02,1,5
44938.25,18,2.12,0.32,0.13,2.3,18.7,21.1,4.3,63,27,0,95,1,2.25,244,242,0.8,1,90,2023/1/12 06:00,1,6
44938.29,18.1,2.17,0.46,0.17,5.9,21,26.9,3.8,61,33,0,94,1.4,2.34,255,259,0.5,0.6,89,2023/1/12 06:57,1,7
44938.33,18.7,2.16,0.59,0.23,12.3,22.1,34.5,5.2,70,48,0,92,1.3,2.39,87,12,0.3,0.2,90,2023/1/12 07:55,1,8
44938.38,19.4,2.21,0.64,0.26,11.6,24.2,35.8,7.5,68,41,0,89,1.2,2.47,270,277,0.9,1,96,2023/1/12 09:07,1,9
44938.42,20.7,2.24,0.81,0.32,14,27.5,41.6,16,71,51,0,84,1.1,2.56,61,276,0.5,0.4,99,2023/1/12 10:04,1,10
44938.46,22,2.23,0.78,0.38,10.3,32.8,43.1,31.9,72,56,0,79,1.4,2.61,265,271,1.9,1.2,110,2023/1/12 11:02,1,11
44938.5,23.2,2.16,0.61,0.29,6.5,31.4,37.9,40.2,69,50,0,72,1.7,2.45,274,267,2,1.7,121,2023/1/12 12:00,1,12
44938.54,23.8,2.1,0.44,0.23,5.3,29.3,34.6,36.5,63,35,0,68,1.5,2.33,258,269,2.5,1.9,125,2023/1/12 12:57,1,13
44938.58,23.1,2.07,0.39,0.27,5.1,25.8,31,29.9,74,41,0,72,1.7,2.34,270,263,2.1,2.3,123,2023/1/12 13:55,1,14
44938.63,23.4,2.08,0.49,0.3,6.7,29.5,36.3,23.2,74,39,0,71,1.8,2.38,284,287,1.6,1.8,121,2023/1/12 15:07,1,15
44938.67,22.2,2.07,0.55,0.36,7.2,38.7,45.9,12.5,69,37,0,74,3.6,2.43,252,259,2.3,1.8,116,2023/1/12 16:04,1,16
44938.71,20.6,2.05,0.52,0.26,5.7,37,42.8,10.7,64,34,0,82,2.1,2.31,245,240,1.8,1.8,112,2023/1/12 17:02,1,17
44938.75,19.9,2.07,0.55,0.28,3.3,33.4,36.8,7.7,57,27,0,84,1.4,2.35,251,165,0.2,0.9,111,2023/1/12 18:00,1,18
44938.79,20,2.12,0.69,0.42,13.2,39.4,52.7,0.8,61,32,0,84,1.8,2.54,204,241,1.1,0.4,106,2023/1/12 18:57,1,19
44938.83,19.6,2.14,0.66,0.35,16.7,40.1,56.8,0.6,65,28,0,85,1.7,2.49,258,267,1.2,0.7,104,2023/1/12 19:55,1,20
44938.88,19.5,2.19,0.7,0.48,15.4,37.1,52.5,0.4,45,25,0,86,1.6,2.67,267,269,0.6,0.3,98,2023/1/12 21:07,1,21
44938.92,19.5,2.21,0.64,0.38,12.3,36.6,48.9,0.5,47,29,0,86,1.5,2.59,247,111,0.2,0.3,94,2023/1/12 22:04,1,22
44938.96,19.8,2.24,0.68,0.47,15.8,36.7,52.5,0.5,53,25,0,85,1.7,2.71,115,185,0.2,0.1,92,2023/1/12 23:02,1,23
44939,19.4,2.33,0.66,0.47,18.1,34,52.1,0.6,54,30,0,87,1.7,2.8,251,254,0.5,0.4,87,2023/1/13 00:00,1,0
44939.04,19,2.34,0.63,0.45,18.9,27.7,46.6,0.6,51,33,0,89,1.6,2.79,248,111,0.2,0.2,85,2023/1/13 00:57,1,1
44939.08,19.2,2.54,0.67,0.5,20,25.9,46,0.5,56,37,0,89,1.6,3.04,122,113,0.2,0.4,88,2023/1/13 01:55,1,2
44939.13,19.3,2.77,0.67,0.58,19.1,22,41.2,0.5,50,36,0,88,1.6,3.35,259,192,0.2,0.1,90,2023/1/13 03:07,1,3
44939.17,18.8,2.77,0.6,0.55,22.1,18.7,40.9,0.6,47,31,0,90,1.5,3.32,183,245,0.3,0.1,93,2023/1/13 04:04,1,4
44939.21,18.3,2.54,0.58,0.4,21.7,15.2,36.9,0.8,45,28,0,92,1.3,2.94,210,109,0.2,0.1,93,2023/1/13 05:02,1,5
44939.25,18.3,2.66,0.79,0.5,28.5,14.4,42.9,0.6,43,28,0,92,1.4,3.16,220,258,0.2,0.1,90,2023/1/13 06:00,1,6
44939.29,18.5,2.48,0.94,0.43,39.4,15.1,54.5,1.1,48,27,0,91,1.7,2.91,286,95,0.2,0.2,88,2023/1/13 06:57,1,7
44939.33,20.2,2.74,1.27,0.55,39.2,25.6,64.8,5,52,31,0,85,2,3.29,41,343,0.2,0,84,2023/1/13 07:55,1,8
44939.38,22.2,2.42,0.96,0.43,12.5,29.9,42.5,21.4,53,42,0,76,2,2.85,277,245,0.2,0.1,85,2023/1/13 09:07,1,9
44939.42,24.4,2.27,0.7,0.37,6.3,26.7,33.1,47.7,57,41,0,63,2.3,2.64,261,256,1.3,0.6,91,2023/1/13 10:04,1,10
44939.46,26,2.1,0.4,0.19,1.7,13.2,15,66.7,43,26,0,54,2,2.29,271,281,2,1.4,96,2023/1/13 11:02,1,11
44939.5,27.2,2.06,0.35,0.11,1.2,10.7,12,70.4,39,22,0,46,1.7,2.17,273,276,1.9,0.8,96,2023/1/13 12:00,1,12
44939.54,28,2.03,0.29,0.08,1.1,8.8,9.9,67,31,15,0,43,1.8,2.11,275,277,1.9,1.2,92,2023/1/13 12:57,1,13
44939.58,28.5,2.05,0.33,0.09,0.9,10.1,11,75.8,32,20,0,42,1.9,2.14,271,258,1.9,2.3,82,2023/1/13 13:55,1,14
44939.63,28.1,2.04,0.37,0.15,0.8,12.5,13.3,75,48,24,0,44,2.7,2.19,278,290,1.7,1.9,74,2023/1/13 15:07,1,15
44939.67,27.9,2.07,0.47,0.19,0.7,18.1,18.9,67.3,53,26,0,45,3,2.26,247,150,0.2,0.4,72,2023/1/13 16:04,1,16
44939.71,27.2,2.14,0.64,0.34,0.7,27.8,28.6,50.5,62,32,0,48,2.6,2.48,263,263,2.5,0.4,73,2023/1/13 17:02,1,17
44939.75,24.9,2.1,0.57,0.25,1,29.1,30.1,40.2,66,32,0,56,3.8,2.35,269,260,1.3,2,84,2023/1/13 18:00,1,18
44939.79,24.7,2.17,0.64,0.3,0.7,26.9,27.7,39.1,70,40,0,58,3.1,2.47,168,106,0.3,0,83,2023/1/13 18:57,1,19
44939.83,24.5,2.46,0.83,0.51,2.5,38,40.5,18,70,40,0,61,3.2,2.97,114,101,1.3,0.9,89,2023/1/13 19:55,1,20
44939.88,23.9,2.86,0.66,0.32,1.8,26.6,28.5,20.5,69,39,0,65,2.3,3.18,144,238,0.5,0.6,94,2023/1/13 21:07,1,21
44939.92,23.6,2.33,0.7,0.3,1.6,30.4,32,13.6,81,53,0,68,2.6,2.63,193,265,0.5,0.2,96,2023/1/13 22:04,1,22
44939.96,23.1,2.4,0.66,0.33,1,29.4,30.5,12.7,71,42,0,71,1.9,2.73,278,289,0.9,0.5,104,2023/1/13 23:02,1,23
44940,22.9,2.39,0.52,0.25,0.8,22.6,23.5,19,54,38,0,72,1.8,2.64,255,217,0.2,0,107,2023/1/14 00:00,1,0
44940.04,22.6,2.46,0.7,0.4,1.3,25.4,26.7,13,57,32,0,73,1.5,2.86,136,120,0.3,0.4,108,2023/1/14 00:57,1,1
44940.08,22.1,2.63,0.6,0.42,1.1,22.5,23.7,13.3,54,33,0,77,1.5,3.05,79,55,0.3,0.1,107,2023/1/14 01:55,1,2
44940.13,21.5,2.69,0.52,0.49,1,17.7,18.7,13.1,50,34,0,80,1.5,3.18,149,240,0.2,0.2,102,2023/1/14 03:07,1,3
44940.17,20.9,2.71,0.48,0.38,1.2,19.6,20.8,10.7,49,33,0,83,1.6,3.09,150,265,0.4,0.2,101,2023/1/14 04:04,1,4
44940.21,20.3,2.48,0.45,0.21,1.2,18.5,19.8,9.4,49,37,0,84,1.4,2.69,266,253,0.2,0.3,99,2023/1/14 05:02,1,5
44940.25,19.9,2.53,0.56,0.3,3.5,22.1,25.7,3.4,52,39,0,86,1.4,2.83,267,256,0.8,0.4,102,2023/1/14 06:00,1,6
44940.29,20.3,2.55,0.84,0.43,16.9,23,40,3.1,54,40,0,86,1.5,2.98,118,107,1.2,0.7,105,2023/1/14 06:57,1,7
44940.33,22.7,2.64,0.75,0.34,7.4,22.5,30,16.1,49,25,0,73,1.7,2.98,128,240,0.4,0.4,107,2023/1/14 07:55,1,8
44940.38,23.7,2.34,0.55,0.2,5,21.8,26.9,20.2,56,29,0,68,1.6,2.54,257,242,0.7,0.6,103,2023/1/14 09:07,1,9
44940.42,25.5,2.09,0.47,0.17,5.3,20,25.4,22.8,42,26,0,61,1.6,2.26,224,187,0.5,0.1,98,2023/1/14 10:04,1,10
44940.46,27.4,2.01,0.33,0.1,3.1,10.4,13.5,33.2,28,14,0,54,1.6,2.11,216,245,1.7,0.5,92,2023/1/14 11:02,1,11
44940.5,28.2,1.98,0.24,0.05,1.4,6.4,7.8,40.6,31,12,0,51,1.7,2.03,245,244,2.9,2,81,2023/1/14 12:00,1,12
44940.54,28.4,2,0.23,0.04,1.2,6.1,7.3,45.3,29,14,0,52,2,2.04,248,244,2.3,2.1,74,2023/1/14 12:57,1,13
44940.58,28.2,2.02,0.22,0.05,1.4,7.6,9,41.3,34,17,0,56,2.3,2.07,266,276,3.1,2.8,67,2023/1/14 13:55,1,14
44940.63,27.7,1.98,0.2,0.06,1.7,8.2,9.9,33.9,31,8,0,60,2.7,2.04,275,270,3.7,3.1,63,2023/1/14 15:07,1,15
44940.67,26.4,1.96,0.22,0.05,1.7,8.1,9.8,24,28,10,0,66,2.2,2.01,268,265,2.7,3.1,59,2023/1/14 16:04,1,16
44940.71,25.3,1.97,0.31,0.09,1.9,12.8,14.8,18,30,10,0,76,2.1,2.06,270,274,2.1,2,56,2023/1/14 17:02,1,17
44940.75,24.6,1.97,0.29,0.06,1.2,11.1,12.3,21.1,28,9,0,83,1.6,2.03,261,249,2.1,1.9,51,2023/1/14 18:00,1,18
44940.79,24.2,1.99,0.28,0.05,1,8.8,9.8,20.5,28,11,0,85,1.6,2.04,269,277,1.7,1.3,44,2023/1/14 18:57,1,19
44940.83,23.8,2.03,0.38,0.1,1.2,12.8,14.1,13.9,32,14,0,87,1.8,2.13,268,258,0.5,0.8,41,2023/1/14 19:55,1,20
44940.88,23.5,2.1,0.44,0.21,2.1,16.8,18.9,8.6,35,10,0,88,1.6,2.31,161,118,0.2,0.1,41,2023/1/14 21:07,1,21
44940.92,23.1,2.99,0.49,0.23,4.3,18.9,23.2,4.4,34,13,0,89,1.6,3.22,111,110,0.2,0.4,39,2023/1/14 22:04,1,22
44940.96,23.1,3.28,0.43,0.19,2.3,15.1,17.5,4.9,30,15,0,89,1.3,3.47,4,307,0.5,0.1,39,2023/1/14 23:02,1,23
44941,23.2,2.19,0.43,0.14,2.3,19.4,21.8,5.7,29,11,0,87,1.4,2.33,352,1,2.5,1.2,40,2023/1/15 00:00,1,0
44941.04,21.9,2,0.19,0.03,0.9,9.7,10.7,12.8,25,11,0,91,0.6,2.03,359,3,2,1.5,39,2023/1/15 00:57,1,1
44941.08,20.7,2.03,0.18,0.03,0.9,8.6,9.6,11.8,16,10,0,91,0.6,2.06,12,341,2.1,1.4,39,2023/1/15 01:55,1,2
44941.13,19.9,2.09,0.25,0.03,0.8,7.9,8.8,15.3,10,6,0,89,0.6,2.12,352,4,1.8,1.6,37,2023/1/15 03:07,1,3
44941.17,20.1,2.08,0.28,0.04,0.7,7.6,8.4,18.1,8,2,0,85,0.8,2.12,0,354,1.8,1.5,33,2023/1/15 04:04,1,4
44941.21,19.5,2.11,0.28,0.04,0.7,7,7.8,17.6,4,0,0,85,0.8,2.15,352,12,1.5,1.3,28,2023/1/15 05:02,1,5
44941.25,19.2,2.15,0.33,0.05,0.6,8,8.6,15.2,5,1,0,85,1,2.2,344,310,1.3,0.7,22,2023/1/15 06:00,1,6
44941.29,19.3,2.19,0.41,0.09,1.8,10.8,12.6,11.9,15,4,0,84,1,2.28,307,327,0.8,0.8,18,2023/1/15 06:57,1,7
44941.33,19.7,2.16,0.44,0.1,4,11,15.1,13.8,12,6,0,82,1,2.26,313,338,1.9,1.5,17,2023/1/15 07:55,1,8
44941.38,20.4,2.09,0.37,0.07,3.6,8.6,12.3,18.2,18,5,0,75,1,2.16,354,330,2.6,1.8,18,2023/1/15 09:07,1,9
44941.42,21.6,2.05,0.33,0.06,3.1,7.6,10.7,22.6,13,2,0,66,0.9,2.11,356,354,2.9,2.1,18,2023/1/15 10:04,1,10
44941.46,22.3,2.03,0.3,0.05,2.2,6.7,8.9,28,19,2,0,61,0.9,2.08,8,14,3,2.3,17,2023/1/15 11:02,1,11
44941.5,23,2.03,0.3,0.05,2,6.3,8.4,30.7,13,4,0,56,0.9,2.08,333,319,3.3,2.6,17,2023/1/15 12:00,1,12
44941.54,22.8,2.03,0.28,0.04,1.9,6.3,8.3,32.3,14,5,0,55,0.9,2.07,347,333,3.1,2.6,18,2023/1/15 12:57,1,13
44941.58,22.4,2.03,0.27,0.04,1.9,6.4,8.3,32.9,20,4,0,54,0.9,2.07,357,346,3,2.9,19,2023/1/15 13:55,1,14
44941.63,21.7,2.03,0.27,0.05,1.8,7,8.8,31.8,14,2,0,55,0.9,2.08,345,340,2.7,2.7,21,2023/1/15 15:07,1,15
44941.67,20.4,2.06,0.3,0.06,1.9,9.2,11.2,26.9,17,6,0,58,0.9,2.12,342,347,3.3,2.3,24,2023/1/15 16:04,1,16
44941.71,18.6,2.05,0.31,0.08,1.1,11.4,12.5,23.4,18,7,0,63,0.9,2.13,358,0,2.8,2.5,25,2023/1/15 17:02,1,17
44941.75,17.8,2.06,0.33,0.08,1,11,12,22.4,11,5,0,65,1.1,2.14,357,352,2.4,2.2,26,2023/1/15 18:00,1,18
44941.79,17,2.07,0.3,0.06,0.7,10.1,10.9,22.6,10,3,0,67,1.1,2.13,349,348,2.9,2.2,26,2023/1/15 18:57,1,19
44941.83,16.3,2.05,0.28,0.05,0.7,9,9.7,23.1,7,1,0,69,1.1,2.1,0,0,2.9,2.6,25,2023/1/15 19:55,1,20
44941.88,15.9,2.07,0.28,0.05,0.6,8.9,9.6,22.8,5,2,0,69,1,2.12,356,352,2.5,2.3,24,2023/1/15 21:07,1,21
44941.92,15.5,2.07,0.29,0.05,0.7,8.5,9.3,23.6,8,1,0,69,0.9,2.12,8,12,2.8,2.3,23,2023/1/15 22:04,1,22
44941.96,15.3,2.06,0.27,0.05,0.6,7.3,8,24.9,7,2,0,68,0.9,2.11,9,2,2.4,2.1,22,2023/1/15 23:02,1,23
44942,15.3,2.08,0.26,0.04,0.7,6.1,6.8,24.7,8,1,0,67,0.8,2.12,4,352,1.7,2,21,2023/1/16 00:00,1,0
44942.04,15.1,2.07,0.25,0.04,0.8,4.8,5.7,24.9,5,0,0,67,1.3,2.11,0,12,2.5,2,21,2023/1/16 00:57,1,1
44942.08,15.3,2.08,0.25,0.03,0.7,3.8,4.6,24.5,3,0,0,66,1.1,2.11,6,346,1.8,1.6,21,2023/1/16 01:55,1,2
44942.13,15,2.08,0.26,0.04,0.6,4.2,4.8,24.4,2,0,0,67,1.2,2.12,0,353,2,1.8,21,2023/1/16 03:07,1,3
44942.17,14.5,2.07,0.27,0.04,0.8,4.6,5.4,24.9,7,0,0,69,1.4,2.11,349,349,3.3,2.3,22,2023/1/16 04:04,1,4
44942.21,13.7,2.06,0.28,0.04,0.8,4.6,5.4,25.3,11,6,0,73,1.3,2.1,4,350,3,2.6,22,2023/1/16 05:02,1,5
44942.25,13.3,2.07,0.32,0.05,0.8,6,6.9,23.1,8,3,0,80,1.3,2.12,13,12,2.1,2.2,22,2023/1/16 06:00,1,6
44942.29,13.8,2.11,0.44,0.09,1.7,10.3,12.1,17.7,12,0,0,75,1.2,2.2,4,355,1.7,1.5,22,2023/1/16 06:57,1,7
44942.33,14.6,2.1,0.51,0.12,3.4,13.2,16.6,16.5,16,0,0,70,1.3,2.22,3,357,1.8,1.7,21,2023/1/16 07:55,1,8
44942.38,15.3,2.1,0.46,0.12,4.1,13.6,17.8,17,11,2,0,67,1.3,2.22,6,330,1.2,1.3,22,2023/1/16 09:07,1,9
44942.42,16.7,2.14,0.48,0.14,6,14,20,18.7,15,3,0,62,1.3,2.28,320,318,2.5,1.3,22,2023/1/16 10:04,1,10
44942.46,17,2.08,0.44,0.14,5.6,14.4,20.1,21.4,21,2,0,61,1.3,2.22,324,332,2.1,2.1,23,2023/1/16 11:02,1,11
